action_no,action_id,action_name,default_time,user_type,prev_dependent
0,35,move_stack,00:00:15,robot,t
1,35,move_stack,00:00:15,robot,t
2,35,move_stack,00:00:15,robot,t
3,35,move_stack,00:00:15,robot,t
4,35,move_stack,00:00:15,robot,t
5,35,move_stack,00:00:15,robot,t
6,35,move_stack,00:00:15,robot,t
7,35,move_stack,00:00:15,robot,t
8,35,move_stack,00:00:15,robot,t
9,35,move_stack,00:00:15,robot,t
10,35,move_stack,00:00:15,robot,t
